,region,forcing_duration,initial_intensity_factor,day,consumption
518,US.NY,60,1.0,98,0.08352857016604709
519,US.NY,60,1.0,99,0.08212447496238617
520,US.NY,60,1.0,100,0.08076159396110949
521,US.NY,60,1.0,101,0.07934557749960103
522,US.NY,60,1.0,102,0.07806420405442882
523,US.NY,60,1.0,103,0.0766921643415186
524,US.NY,60,1.0,104,0.07531967664815564
525,US.NY,80,1.0,0,0.0
526,US.NY,80,1.0,1,0.0
527,US.NY,80,1.0,2,0.0
528,US.NY,80,1.0,3,0.0
529,US.NY,80,1.0,4,0.0
530,US.NY,80,1.0,5,0.0
531,US.NY,80,1.0,6,0.0
532,US.NY,80,1.0,7,-0.005033334244775034
533,US.NY,80,1.0,8,0.009714456295983886
534,US.NY,80,1.0,9,0.016740532070147474
535,US.NY,80,1.0,10,0.03216153769254326
536,US.NY,80,1.0,11,0.035126147944164465
537,US.NY,80,1.0,12,0.03366799643154117
538,US.NY,80,1.0,13,0.02687494516049327
539,US.NY,80,1.0,14,0.016440858029564964
540,US.NY,80,1.0,15,-0.0020385101998199318
541,US.NY,80,1.0,16,-0.024091642556545168
542,US.NY,80,1.0,17,-0.061735390915729216
543,US.NY,80,1.0,18,-0.09108398463046896
544,US.NY,80,1.0,19,-0.13483542393101233
545,US.NY,80,1.0,20,-0.17135414402590365
546,US.NY,80,1.0,21,-0.21940313455189875
547,US.NY,80,1.0,22,-0.26743589823008396
548,US.NY,80,1.0,23,-0.31779843407111485
549,US.NY,80,1.0,24,-0.3699847730321393
550,US.NY,80,1.0,25,-0.4226351699751274
551,US.NY,80,1.0,26,-0.47565432950088526
552,US.NY,80,1.0,27,-0.5276468671369439
553,US.NY,80,1.0,28,-0.579698662632866
554,US.NY,80,1.0,29,-0.6310313250499133
555,US.NY,80,1.0,30,-0.6816395035103784
556,US.NY,80,1.0,31,-0.7310481893987975
557,US.NY,80,1.0,32,-0.7792528282471789
