,region,forcing_duration,initial_intensity_factor,day,consumption
72,US.NJ,60,0.9,72,0.10046404936980835
73,US.NJ,60,0.9,73,0.10687633360799698
74,US.NJ,60,0.9,74,0.11226893797111615
75,US.NJ,60,0.9,75,0.11635722306677643
76,US.NJ,60,0.9,76,0.11965917846796792
77,US.NJ,60,0.9,77,0.12275862014714534
78,US.NJ,60,0.9,78,0.12478375736741931
79,US.NJ,60,0.9,79,0.12630028181532804
80,US.NJ,60,0.9,80,0.127348406750194
81,US.NJ,60,0.9,81,0.12796601696398735
82,US.NJ,60,0.9,82,0.12816972638542978
83,US.NJ,60,0.9,83,0.12794084434470943
84,US.NJ,60,0.9,84,0.12764380743732762
85,US.NJ,60,0.9,85,0.1270930934592407
86,US.NJ,60,0.9,86,0.12645270202502612
87,US.NJ,60,0.9,87,0.12550822535000172
88,US.NJ,60,0.9,88,0.12432819589016653
89,US.NJ,60,0.9,89,0.12309347891497069
90,US.NJ,60,0.9,90,0.12148280887098739
91,US.NJ,60,0.9,91,0.11986099994296673
92,US.NJ,60,0.9,92,0.1180458023674058
93,US.NJ,60,0.9,93,0.11622531854178497
94,US.NJ,60,0.9,94,0.1145921190035537
95,US.NJ,60,0.9,95,0.112813169999737
96,US.NJ,60,0.9,96,0.11104951336213809
97,US.NJ,60,0.9,97,0.10938981964210281
98,US.NJ,60,0.9,98,0.10775101919608954
99,US.NJ,60,0.9,99,0.10604708459769352
100,US.NJ,60,0.9,100,0.10433408785637255
101,US.NJ,60,0.9,101,0.10228805736209878
102,US.NJ,60,0.9,102,0.10165874188035051
103,US.NJ,60,0.9,103,0.10015650289385558
104,US.NJ,60,0.9,104,0.09884406545666025
105,US.NJ,60,1.0,0,0.0
106,US.NJ,60,1.0,1,0.0
107,US.NJ,60,1.0,2,0.0
108,US.NJ,60,1.0,3,0.0
109,US.NJ,60,1.0,4,0.0
110,US.NJ,60,1.0,5,0.0
111,US.NJ,60,1.0,6,0.0
112,US.NJ,60,1.0,7,-0.004484690917605505
113,US.NJ,60,1.0,8,0.021947692083790216
114,US.NJ,60,1.0,9,0.03402822086613355
115,US.NJ,60,1.0,10,0.060094216394057653
116,US.NJ,60,1.0,11,0.06588014293327227
117,US.NJ,60,1.0,12,0.07047452353934336
118,US.NJ,60,1.0,13,0.06225887285664644
119,US.NJ,60,1.0,14,0.042816233979503515
120,US.NJ,60,1.0,15,0.021462615710476918
121,US.NJ,60,1.0,16,0.0007603389650556736
122,US.NJ,60,1.0,17,-0.03289765560317015
123,US.NJ,60,1.0,18,-0.057686581223992395
124,US.NJ,60,1.0,19,-0.09437548501541881
125,US.NJ,60,1.0,20,-0.12906820009873643
126,US.NJ,60,1.0,21,-0.16972651129130156
127,US.NJ,60,1.0,22,-0.20970585401062225
128,US.NJ,60,1.0,23,-0.2505374157553142
129,US.NJ,60,1.0,24,-0.29168860683319586
130,US.NJ,60,1.0,25,-0.3333023447901651
131,US.NJ,60,1.0,26,-0.3749684417952093
132,US.NJ,60,1.0,27,-0.41592246833265234
133,US.NJ,60,1.0,28,-0.4558997972424317
134,US.NJ,60,1.0,29,-0.49443228073764445
135,US.NJ,60,1.0,30,-0.532078688034554
136,US.NJ,60,1.0,31,-0.5678309815944971
137,US.NJ,60,1.0,32,-0.6023118061551092
138,US.NJ,60,1.0,33,-0.6359584101131133
139,US.NJ,60,1.0,34,-0.6667230638224275
140,US.NJ,60,1.0,35,-0.6950019843103838
141,US.NJ,60,1.0,36,-0.72219659422329
142,US.NJ,60,1.0,37,-0.7464763406878072
143,US.NJ,60,1.0,38,-0.7697214295687815
144,US.NJ,60,1.0,39,-0.7911051291178417
145,US.NJ,60,1.0,40,-0.8079294380016089
146,US.NJ,60,1.0,41,-0.8053516359252777
147,US.NJ,60,1.0,42,-0.7984624564149945
148,US.NJ,60,1.0,43,-0.7675366979423393
149,US.NJ,60,1.0,44,-0.7273064471404522
150,US.NJ,60,1.0,45,-0.6757124578899543
151,US.NJ,60,1.0,46,-0.6264674516066382
152,US.NJ,60,1.0,47,-0.5765176119837401
153,US.NJ,60,1.0,48,-0.529057092680485
154,US.NJ,60,1.0,49,-0.47689552379698297
155,US.NJ,60,1.0,50,-0.42199467048451567
156,US.NJ,60,1.0,51,-0.3655657762508313
157,US.NJ,60,1.0,52,-0.31982404339130355
158,US.NJ,60,1.0,53,-0.27323279756298335
159,US.NJ,60,1.0,54,-0.23227398822786016
160,US.NJ,60,1.0,55,-0.1978467813463003
161,US.NJ,60,1.0,56,-0.16774058042553497
162,US.NJ,60,1.0,57,-0.14123356060801173
163,US.NJ,60,1.0,58,-0.11821798308321307
164,US.NJ,60,1.0,59,-0.09843419228341421
165,US.NJ,60,1.0,60,-0.0782957822096475
166,US.NJ,60,1.0,61,-0.05934514217614817
167,US.NJ,60,1.0,62,-0.038385664193330005
168,US.NJ,60,1.0,63,-0.017135505389509476
169,US.NJ,60,1.0,64,0.0009630414817163313
170,US.NJ,60,1.0,65,0.017948392197264518
171,US.NJ,60,1.0,66,0.03165482045826007
172,US.NJ,60,1.0,67,0.04564916055214141
173,US.NJ,60,1.0,68,0.057636928232462914
174,US.NJ,60,1.0,69,0.06968819384489677
175,US.NJ,60,1.0,70,0.07963276295062105
176,US.NJ,60,1.0,71,0.08855570130326118
177,US.NJ,60,1.0,72,0.0958713679155343
178,US.NJ,60,1.0,73,0.10382365006913474
179,US.NJ,60,1.0,74,0.10913979260120943
180,US.NJ,60,1.0,75,0.11373310337097209
181,US.NJ,60,1.0,76,0.117314097256771
182,US.NJ,60,1.0,77,0.12003532033142417
183,US.NJ,60,1.0,78,0.12229078701799789
184,US.NJ,60,1.0,79,0.12389705185362754
185,US.NJ,60,1.0,80,0.12474908208437441
186,US.NJ,60,1.0,81,0.12515127760874822
187,US.NJ,60,1.0,82,0.1250657536347788
188,US.NJ,60,1.0,83,0.12457916690429283
189,US.NJ,60,1.0,84,0.12385501357945472
190,US.NJ,60,1.0,85,0.12305433549202327
191,US.NJ,60,1.0,86,0.12174428945366245
192,US.NJ,60,1.0,87,0.12011373304043893
193,US.NJ,60,1.0,88,0.118592866315681
194,US.NJ,60,1.0,89,0.11679554129979675
195,US.NJ,60,1.0,90,0.11485284440764243
196,US.NJ,60,1.0,91,0.11278617236556432
197,US.NJ,60,1.0,92,0.11059697259920842
198,US.NJ,60,1.0,93,0.10844848954452146
199,US.NJ,60,1.0,94,0.10632366875191757
200,US.NJ,60,1.0,95,0.10413604227426099
201,US.NJ,60,1.0,96,0.10211310765817494
202,US.NJ,60,1.0,97,0.10002680097307426
203,US.NJ,60,1.0,98,0.09804118476506307
204,US.NJ,60,1.0,99,0.09614688223344992
205,US.NJ,60,1.0,100,0.09423269333259654
206,US.NJ,60,1.0,101,0.09228917833030703
207,US.NJ,60,1.0,102,0.09064817528008362
208,US.NJ,60,1.0,103,0.08893687769055969
209,US.NJ,60,1.0,104,0.08727598827111827
210,US.NJ,60,1.1,0,0.0
211,US.NJ,60,1.1,1,0.0
212,US.NJ,60,1.1,2,0.0
213,US.NJ,60,1.1,3,0.0
214,US.NJ,60,1.1,4,0.0
215,US.NJ,60,1.1,5,0.0
216,US.NJ,60,1.1,6,0.0
217,US.NJ,60,1.1,7,-0.004622511008101071
218,US.NJ,60,1.1,8,0.014027693814400166
219,US.NJ,60,1.1,9,0.021555250949378824
220,US.NJ,60,1.1,10,0.04014013282489515
221,US.NJ,60,1.1,11,0.04049387105717894
222,US.NJ,60,1.1,12,0.04143381666072976
223,US.NJ,60,1.1,13,0.02718554776994786
224,US.NJ,60,1.1,14,0.014488163952419697
225,US.NJ,60,1.1,15,-0.0075947680284293995
226,US.NJ,60,1.1,16,-0.03185280310882277
227,US.NJ,60,1.1,17,-0.06990839133197424
228,US.NJ,60,1.1,18,-0.10211656889332899
229,US.NJ,60,1.1,19,-0.14567570979903133
230,US.NJ,60,1.1,20,-0.1809426752594434
231,US.NJ,60,1.1,21,-0.22670662295546373
232,US.NJ,60,1.1,22,-0.27514730112155883
233,US.NJ,60,1.1,23,-0.3239553736659073
234,US.NJ,60,1.1,24,-0.37316161411555804
235,US.NJ,60,1.1,25,-0.42138807329166195
236,US.NJ,60,1.1,26,-0.46923524402691097
237,US.NJ,60,1.1,27,-0.5172199201949335
238,US.NJ,60,1.1,28,-0.5642482885568789
239,US.NJ,60,1.1,29,-0.6102188405255671
240,US.NJ,60,1.1,30,-0.6545754500097423
241,US.NJ,60,1.1,31,-0.6967330424060281
242,US.NJ,60,1.1,32,-0.7377056337501964
243,US.NJ,60,1.1,33,-0.7747315359820983
244,US.NJ,60,1.1,34,-0.8087890200181302
245,US.NJ,60,1.1,35,-0.8410779387558076
246,US.NJ,60,1.1,36,-0.8714308313454322
247,US.NJ,60,1.1,37,-0.9006246506807369
248,US.NJ,60,1.1,38,-0.9284307035157147
249,US.NJ,60,1.1,39,-0.9542669988927943
250,US.NJ,60,1.1,40,-0.9746030769593905
251,US.NJ,60,1.1,41,-0.9738661485302558
252,US.NJ,60,1.1,42,-0.9630686052205739
253,US.NJ,60,1.1,43,-0.9264839790044666
254,US.NJ,60,1.1,44,-0.876195441789307
255,US.NJ,60,1.1,45,-0.8166652808615504
256,US.NJ,60,1.1,46,-0.7632767985148226
257,US.NJ,60,1.1,47,-0.702792028932786
258,US.NJ,60,1.1,48,-0.6480030679129833
259,US.NJ,60,1.1,49,-0.5839589528977118
260,US.NJ,60,1.1,50,-0.5235432821555586
261,US.NJ,60,1.1,51,-0.45733885295453636
262,US.NJ,60,1.1,52,-0.4003455256652577
263,US.NJ,60,1.1,53,-0.34493706648521805
264,US.NJ,60,1.1,54,-0.29634724054995454
265,US.NJ,60,1.1,55,-0.25133003860458025
266,US.NJ,60,1.1,56,-0.21578737003160597
267,US.NJ,60,1.1,57,-0.1804409220258485
268,US.NJ,60,1.1,58,-0.15123936211010047
269,US.NJ,60,1.1,59,-0.1286881564792952
270,US.NJ,60,1.1,60,-0.10690723299816574
271,US.NJ,60,1.1,61,-0.08696422538148063
272,US.NJ,60,1.1,62,-0.06698635368710404
273,US.NJ,60,1.1,63,-0.04552751386952547
274,US.NJ,60,1.1,64,-0.02505474848030209
275,US.NJ,60,1.1,65,-0.003173134522083121
276,US.NJ,60,1.1,66,0.012887374161474341
277,US.NJ,60,1.1,67,0.029397591688318236
278,US.NJ,60,1.1,68,0.04387864437578326
279,US.NJ,60,1.1,69,0.05808449740307697
280,US.NJ,60,1.1,70,0.07080334087856688
281,US.NJ,60,1.1,71,0.08446219288913426
282,US.NJ,60,1.1,72,0.09462066632708321
283,US.NJ,60,1.1,73,0.1041957643134861
284,US.NJ,60,1.1,74,0.11117814544661098
285,US.NJ,60,1.1,75,0.11810716062685689
286,US.NJ,60,1.1,76,0.12282727846619768
287,US.NJ,60,1.1,77,0.127056152640459
288,US.NJ,60,1.1,78,0.13055520965055134
289,US.NJ,60,1.1,79,0.1330216228866199
290,US.NJ,60,1.1,80,0.1347360041220158
291,US.NJ,60,1.1,81,0.13574913911609254
292,US.NJ,60,1.1,82,0.13594724762973076
293,US.NJ,60,1.1,83,0.13548998700070314
294,US.NJ,60,1.1,84,0.13488974589421776
295,US.NJ,60,1.1,85,0.13402236036570425
296,US.NJ,60,1.1,86,0.1328737337484176
297,US.NJ,60,1.1,87,0.13158395166856796
298,US.NJ,60,1.1,88,0.1301173948698997
299,US.NJ,60,1.1,89,0.1286211973120288
300,US.NJ,60,1.1,90,0.12633621572935017
301,US.NJ,60,1.1,91,0.12423845550246781
302,US.NJ,60,1.1,92,0.12184472820453429
303,US.NJ,60,1.1,93,0.11958397526790066
304,US.NJ,60,1.1,94,0.11722410514287684
305,US.NJ,60,1.1,95,0.11501193536143095
306,US.NJ,60,1.1,96,0.11255886361356549
307,US.NJ,60,1.1,97,0.11031535392111991
308,US.NJ,60,1.1,98,0.10793031117681817
309,US.NJ,60,1.1,99,0.10574054502654473
310,US.NJ,60,1.1,100,0.10343404085437768
311,US.NJ,60,1.1,101,0.10118839148929304
312,US.NJ,60,1.1,102,0.09895218185644872
313,US.NJ,60,1.1,103,0.09679098662900287
314,US.NJ,60,1.1,104,0.0946555304047747
315,US.NY,60,0.9,0,0.0
316,US.NY,60,0.9,1,0.0
317,US.NY,60,0.9,2,0.0
318,US.NY,60,0.9,3,0.0
319,US.NY,60,0.9,4,0.0
320,US.NY,60,0.9,5,0.0
321,US.NY,60,0.9,6,0.0
322,US.NY,60,0.9,7,-0.005755428972242793
323,US.NY,60,0.9,8,0.009796959364227753
324,US.NY,60,0.9,9,0.016208256619099082
325,US.NY,60,0.9,10,0.03129693540286915
326,US.NY,60,0.9,11,0.03438568601779046
327,US.NY,60,0.9,12,0.03231805708803215
328,US.NY,60,0.9,13,0.02434778782898217
329,US.NY,60,0.9,14,0.007639410800819313
330,US.NY,60,0.9,15,-0.011551201073756179
331,US.NY,60,0.9,16,-0.02687029114126771
332,US.NY,60,0.9,17,-0.054969168696727966
333,US.NY,60,0.9,18,-0.07294846629266605
334,US.NY,60,0.9,19,-0.1043668541760745
335,US.NY,60,0.9,20,-0.1310161665110665
336,US.NY,60,0.9,21,-0.1633360901843628
337,US.NY,60,0.9,22,-0.1955415299620622
338,US.NY,60,0.9,23,-0.2281283255510691
339,US.NY,60,0.9,24,-0.26158442722458153
340,US.NY,60,0.9,25,-0.2939526581242413
341,US.NY,60,0.9,26,-0.3263696691185425
342,US.NY,60,0.9,27,-0.3592067613462091
343,US.NY,60,0.9,28,-0.39064264535538795
344,US.NY,60,0.9,29,-0.42103418735884857
345,US.NY,60,0.9,30,-0.45072834822361685
346,US.NY,60,0.9,31,-0.4788514167239688
347,US.NY,60,0.9,32,-0.5068007683566744
348,US.NY,60,0.9,33,-0.5327124310870901
349,US.NY,60,0.9,34,-0.5576779839717494
350,US.NY,60,0.9,35,-0.5822054119655862
351,US.NY,60,0.9,36,-0.6040299996238119
352,US.NY,60,0.9,37,-0.6237738175920771
353,US.NY,60,0.9,38,-0.6424343939179122
354,US.NY,60,0.9,39,-0.6589076558674911
355,US.NY,60,0.9,40,-0.672921803740012
356,US.NY,60,0.9,41,-0.6804159942080834
357,US.NY,60,0.9,42,-0.6775223390838914
358,US.NY,60,0.9,43,-0.6638039329790124
359,US.NY,60,0.9,44,-0.6382204408240555
360,US.NY,60,0.9,45,-0.6059611189520142
361,US.NY,60,0.9,46,-0.5688597007164287
362,US.NY,60,0.9,47,-0.5290301561369892
363,US.NY,60,0.9,48,-0.49265921981861416
364,US.NY,60,0.9,49,-0.455320247499702
365,US.NY,60,0.9,50,-0.4165617993146298
366,US.NY,60,0.9,51,-0.3781292071392883
367,US.NY,60,0.9,52,-0.343954843460037
368,US.NY,60,0.9,53,-0.309432349187011
369,US.NY,60,0.9,54,-0.2806645123643037
370,US.NY,60,0.9,55,-0.254473334714056
371,US.NY,60,0.9,56,-0.22916831219119693
372,US.NY,60,0.9,57,-0.20834336804380627
373,US.NY,60,0.9,58,-0.18916166600284612
374,US.NY,60,0.9,59,-0.17187596659951065
375,US.NY,60,0.9,60,-0.15306051347319105
376,US.NY,60,0.9,61,-0.13592847136796316
377,US.NY,60,0.9,62,-0.11697173018181406
378,US.NY,60,0.9,63,-0.09801444146400051
379,US.NY,60,0.9,64,-0.08037038257968643
380,US.NY,60,0.9,65,-0.06378935644143491
381,US.NY,60,0.9,66,-0.04690681456516188
382,US.NY,60,0.9,67,-0.03189113170873892
383,US.NY,60,0.9,68,-0.01639115708621519
384,US.NY,60,0.9,69,-0.0026907697509903628
385,US.NY,60,0.9,70,0.010747026370716561
386,US.NY,60,0.9,71,0.02230420051729798
387,US.NY,60,0.9,72,0.034027450975848694
388,US.NY,60,0.9,73,0.04389058700928761
389,US.NY,60,0.9,74,0.05261575312065503
390,US.NY,60,0.9,75,0.06038468005029607
391,US.NY,60,0.9,76,0.06715946367366055
392,US.NY,60,0.9,77,0.07339535169026412
393,US.NY,60,0.9,78,0.07860481691961407
394,US.NY,60,0.9,79,0.08308942487529336
395,US.NY,60,0.9,80,0.08687182345843425
396,US.NY,60,0.9,81,0.09010183724540433
397,US.NY,60,0.9,82,0.09270482771381872
398,US.NY,60,0.9,83,0.09479555252513983
399,US.NY,60,0.9,84,0.09642533032991896
400,US.NY,60,0.9,85,0.09765857076335926
401,US.NY,60,0.9,86,0.09855460634868862
402,US.NY,60,0.9,87,0.09910099318424237
403,US.NY,60,0.9,88,0.09938770067925429
404,US.NY,60,0.9,89,0.09933006052662563
405,US.NY,60,0.9,90,0.09901657375515072
406,US.NY,60,0.9,91,0.09850303882006362
407,US.NY,60,0.9,92,0.09774132270961022
408,US.NY,60,0.9,93,0.09682634750589614
409,US.NY,60,0.9,94,0.09600228744797157
410,US.NY,60,0.9,95,0.09500393810288887
411,US.NY,60,0.9,96,0.09389839698865643
412,US.NY,60,0.9,97,0.09280261189332784
413,US.NY,60,0.9,98,0.09169219276961016
414,US.NY,60,0.9,99,0.09049494009989445
415,US.NY,60,0.9,100,0.08927041039765715
416,US.NY,60,0.9,101,0.08802811080377282
417,US.NY,60,0.9,102,0.08714534041764921
418,US.NY,60,0.9,103,0.08598589232127196
419,US.NY,60,0.9,104,0.08489973880585477
420,US.NY,60,1.0,0,0.0
421,US.NY,60,1.0,1,0.0
422,US.NY,60,1.0,2,0.0
423,US.NY,60,1.0,3,0.0
424,US.NY,60,1.0,4,0.0
425,US.NY,60,1.0,5,0.0
426,US.NY,60,1.0,6,0.0
427,US.NY,60,1.0,7,-0.005348438723451476
428,US.NY,60,1.0,8,0.008854856454809656
429,US.NY,60,1.0,9,0.014152474283735117
430,US.NY,60,1.0,10,0.02807336755699108
431,US.NY,60,1.0,11,0.02896651615713619
432,US.NY,60,1.0,12,0.024926777686973267
433,US.NY,60,1.0,13,0.0146903494905537
434,US.NY,60,1.0,14,-0.005341445250706123
435,US.NY,60,1.0,15,-0.030053665184681666
436,US.NY,60,1.0,16,-0.05101218217284931
437,US.NY,60,1.0,17,-0.08578350470413998
438,US.NY,60,1.0,18,-0.1111133652547669
439,US.NY,60,1.0,19,-0.14991618839329535
440,US.NY,60,1.0,20,-0.18321278413488962
441,US.NY,60,1.0,21,-0.2225443237685698
442,US.NY,60,1.0,22,-0.2621532877465915
443,US.NY,60,1.0,23,-0.30224733990042996
444,US.NY,60,1.0,24,-0.34232705667951446
445,US.NY,60,1.0,25,-0.38221282280680446
446,US.NY,60,1.0,26,-0.42180073170317023
447,US.NY,60,1.0,27,-0.46137236397610915
448,US.NY,60,1.0,28,-0.4996517966094016
449,US.NY,60,1.0,29,-0.5369839496701889
450,US.NY,60,1.0,30,-0.5726481221479895
451,US.NY,60,1.0,31,-0.6072901276528708
452,US.NY,60,1.0,32,-0.640561586713051
453,US.NY,60,1.0,33,-0.6723635703100528
454,US.NY,60,1.0,34,-0.7015268992163759
455,US.NY,60,1.0,35,-0.7284725008506965
456,US.NY,60,1.0,36,-0.7538724454556611
457,US.NY,60,1.0,37,-0.777311380480572
458,US.NY,60,1.0,38,-0.798621562130597
459,US.NY,60,1.0,39,-0.818616746913059
460,US.NY,60,1.0,40,-0.8304976616060777
461,US.NY,60,1.0,41,-0.8300914926548053
462,US.NY,60,1.0,42,-0.8232295519440047
463,US.NY,60,1.0,43,-0.7988977918603868
464,US.NY,60,1.0,44,-0.7636015108922534
465,US.NY,60,1.0,45,-0.7194495521717914
466,US.NY,60,1.0,46,-0.6738002934239762
467,US.NY,60,1.0,47,-0.6289342040731283
468,US.NY,60,1.0,48,-0.5859605584040195
469,US.NY,60,1.0,49,-0.5409967346492683
470,US.NY,60,1.0,50,-0.495168408156077
471,US.NY,60,1.0,51,-0.44603480715849075
472,US.NY,60,1.0,52,-0.4048833469021407
473,US.NY,60,1.0,53,-0.36335618036588135
474,US.NY,60,1.0,54,-0.32646655733712393
475,US.NY,60,1.0,55,-0.29439222650765595
476,US.NY,60,1.0,56,-0.2655691387614345
477,US.NY,60,1.0,57,-0.23899501248048072
478,US.NY,60,1.0,58,-0.2152190717099045
479,US.NY,60,1.0,59,-0.193586667669432
480,US.NY,60,1.0,60,-0.17271135060800136
481,US.NY,60,1.0,61,-0.15263085043552005
482,US.NY,60,1.0,62,-0.13171879897628802
483,US.NY,60,1.0,63,-0.11052280256820257
484,US.NY,60,1.0,64,-0.09119891650649636
485,US.NY,60,1.0,65,-0.07253946013181523
486,US.NY,60,1.0,66,-0.05540059876845138
487,US.NY,60,1.0,67,-0.03859077905367103
488,US.NY,60,1.0,68,-0.023021765664543725
489,US.NY,60,1.0,69,-0.00804533087406245
490,US.NY,60,1.0,70,0.005487038900509056
491,US.NY,60,1.0,71,0.017979521586153346
492,US.NY,60,1.0,72,0.029104519026912357
493,US.NY,60,1.0,73,0.03988748338572545
494,US.NY,60,1.0,74,0.04883907873229898
495,US.NY,60,1.0,75,0.056838367170097825
496,US.NY,60,1.0,76,0.06387753392882445
497,US.NY,60,1.0,77,0.06982484786517418
498,US.NY,60,1.0,78,0.07521853261518441
499,US.NY,60,1.0,79,0.07970709773161833
500,US.NY,60,1.0,80,0.08350813727948658
501,US.NY,60,1.0,81,0.08661241788372465
502,US.NY,60,1.0,82,0.08912327370402817
503,US.NY,60,1.0,83,0.09104381571578557
504,US.NY,60,1.0,84,0.09261468408994222
505,US.NY,60,1.0,85,0.09353543326406921
506,US.NY,60,1.0,86,0.09408878868455428
507,US.NY,60,1.0,87,0.09431056390054593
508,US.NY,60,1.0,88,0.09418463161541268
509,US.NY,60,1.0,89,0.0938135793547179
510,US.NY,60,1.0,90,0.09315482408687181
511,US.NY,60,1.0,91,0.09229938050885345
512,US.NY,60,1.0,92,0.09129251953501338
513,US.NY,60,1.0,93,0.09015238437406481
514,US.NY,60,1.0,94,0.08890386282935925
515,US.NY,60,1.0,95,0.08761362932616645
516,US.NY,60,1.0,96,0.0862600563633853
517,US.NY,60,1.0,97,0.08490120718627203
518,US.NY,60,1.0,98,0.08352857016604709
519,US.NY,60,1.0,99,0.08212447496238617
520,US.NY,60,1.0,100,0.08076159396110949
521,US.NY,60,1.0,101,0.07934557749960103
522,US.NY,60,1.0,102,0.07806420405442882
523,US.NY,60,1.0,103,0.0766921643415186
524,US.NY,60,1.0,104,0.07531967664815564
525,US.NY,60,1.1,0,0.0
526,US.NY,60,1.1,1,0.0
527,US.NY,60,1.1,2,0.0
528,US.NY,60,1.1,3,0.0
529,US.NY,60,1.1,4,0.0
530,US.NY,60,1.1,5,0.0
531,US.NY,60,1.1,6,0.0
532,US.NY,60,1.1,7,-0.0037694071497673676
533,US.NY,60,1.1,8,0.007191629442271363
534,US.NY,60,1.1,9,0.010461040621989603
535,US.NY,60,1.1,10,0.020972503933647246
536,US.NY,60,1.1,11,0.01978139855136618
537,US.NY,60,1.1,12,0.015188080670469617
538,US.NY,60,1.1,13,0.0003243627415328021
539,US.NY,60,1.1,14,-0.01586346099099467
540,US.NY,60,1.1,15,-0.04182801030361283
541,US.NY,60,1.1,16,-0.06811667347972339
542,US.NY,60,1.1,17,-0.1087726175706405
543,US.NY,60,1.1,18,-0.14038453301316034
544,US.NY,60,1.1,19,-0.18591841190449543
545,US.NY,60,1.1,20,-0.2236099697339844
546,US.NY,60,1.1,21,-0.2720737155034181
547,US.NY,60,1.1,22,-0.31973037469682497
548,US.NY,60,1.1,23,-0.36877487735830217
549,US.NY,60,1.1,24,-0.41860936867487153
550,US.NY,60,1.1,25,-0.46669429718895206
551,US.NY,60,1.1,26,-0.514418277890516
552,US.NY,60,1.1,27,-0.5616488827777322
553,US.NY,60,1.1,28,-0.6077044846914625
554,US.NY,60,1.1,29,-0.6523613671670314
555,US.NY,60,1.1,30,-0.6953633351563959
556,US.NY,60,1.1,31,-0.736694236475155
557,US.NY,60,1.1,32,-0.7761449886870442
558,US.NY,60,1.1,33,-0.8117782754008429
559,US.NY,60,1.1,34,-0.8451163591106869
560,US.NY,60,1.1,35,-0.8762402993922169
561,US.NY,60,1.1,36,-0.9050252839114536
562,US.NY,60,1.1,37,-0.9328320284307523
563,US.NY,60,1.1,38,-0.9587676581158333
564,US.NY,60,1.1,39,-0.9829336405410838
