State,Sector,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ID,"Agriculture, forestry, fishing and hunting",1683.2,1783.6,1783.8,1822.4,1933.3,1959.4,1802.8,2529.1,2212.0,2279.3,2898.8,2978.1,2194.1,2644.0,3438.4,3444.6,3799.0,3990.3,3617.7,3462.5,3228.1,3604.1,4172.9
ID,"Mining, quarrying, and oil and gas extraction",167.2,189.4,196.6,178.9,149.8,152.1,178.3,209.4,588.4,543.2,570.2,910.3,866.6,1210.4,1296.8,727.4,911.9,1042.1,543.9,555.8,259.0,292.7,247.8
ID,Utilities,528.1,501.1,553.1,558.0,576.4,635.6,581.0,636.1,602.0,717.3,723.1,825.8,977.8,1173.1,1204.9,1235.7,1314.8,1312.0,1304.6,1325.7,1367.6,1330.0,1370.3
ID,Construction,1869.5,1995.5,2102.1,2181.4,2277.4,2175.3,2321.2,2568.3,3125.4,3702.2,4099.4,3456.4,2806.9,2433.3,2350.6,2519.0,3032.7,3435.9,3813.5,4237.5,4734.2,5007.8,5479.0
ID,Manufacturing,4213.0,4121.7,5572.8,7634.6,5492.1,5266.5,5578.9,6049.6,6877.1,5786.3,5537.6,6396.6,6391.5,6683.6,6699.4,6975.2,6968.9,7245.3,7089.3,7338.4,8029.7,8921.8,9068.5
ID,Wholesale trade,1716.7,1793.4,1890.0,2021.1,2002.8,2012.8,2133.5,2357.8,2604.6,2821.5,3039.6,3084.7,2924.9,3073.2,3181.4,3400.1,3740.4,3959.3,4208.5,4522.7,4722.3,5113.1,5456.9
ID,Retail trade,2567.0,2837.4,2961.5,3065.1,3120.4,3287.9,3543.6,3731.2,4135.4,4524.9,4644.0,4782.7,4337.4,4333.9,4264.4,4476.3,4836.5,5015.4,5338.6,5594.3,5843.5,6135.0,6348.3
ID,Transportation and warehousing,884.3,977.3,1015.4,1065.3,1040.2,1057.8,1115.8,1221.5,1343.1,1462.2,1469.3,1549.7,1448.4,1533.4,1579.1,1688.0,1712.3,1813.5,1954.7,1977.8,2119.7,2295.1,2443.7
ID,Information,647.0,715.5,739.4,730.6,778.2,859.5,920.3,1189.5,1186.7,1233.1,1327.9,1481.2,1424.8,1411.3,1384.6,1350.4,1463.8,1414.7,1488.7,1515.3,1565.2,1552.2,1661.8
ID,Finance and insurance,1234.1,1359.7,1375.4,1502.1,1507.0,1621.8,1690.1,1900.6,2136.6,2404.7,2567.3,2311.4,2123.9,2131.6,2254.6,2416.3,2409.5,2727.0,2849.0,3010.4,3244.4,3671.7,3773.0
ID,Real estate and rental and leasing,3282.6,3499.4,3892.7,4201.7,4559.5,4878.4,4984.1,4852.7,5631.7,6514.9,7233.8,7188.2,7418.9,7366.4,7397.1,7668.8,8233.1,8326.8,8848.9,9185.0,10153.7,11018.9,11545.0
ID,"Professional, scientific, and technical services",1556.1,1709.4,1810.8,1967.5,2092.5,2225.8,2309.6,2439.3,2549.5,2808.3,2906.8,3136.2,3120.2,3225.3,3289.1,3155.5,3225.0,3397.1,3654.7,3703.2,3912.1,4257.9,4657.6
ID,Management of companies and enterprises,519.8,515.8,556.2,610.3,725.6,684.8,681.5,741.5,736.3,934.3,902.7,782.7,741.7,678.6,698.5,721.3,659.4,590.0,588.3,589.1,686.6,863.1,974.6
ID,Administrative and support and waste management and remediation services,594.7,629.4,790.6,931.4,1127.1,1229.9,1310.5,1425.6,1574.2,1705.2,1716.0,1765.2,1699.2,1739.8,1731.9,1783.3,1933.1,2066.7,2090.3,2371.3,2750.9,2942.4,3035.8
ID,Educational services,144.5,148.3,164.4,183.5,213.1,235.8,273.4,301.2,310.6,331.1,353.6,384.5,429.7,459.5,479.1,497.4,507.8,519.9,557.8,566.6,584.9,632.0,694.2
ID,Health care and social assistance,1766.9,1860.7,1958.7,2110.6,2326.1,2530.1,2695.3,2911.5,3010.6,3289.5,3524.7,3872.2,4157.4,4334.1,4515.4,4603.8,4953.9,5142.4,5544.4,5886.8,6033.0,6463.5,6936.5
ID,"Arts, entertainment, and recreation",168.6,166.7,205.3,234.4,239.3,274.2,253.6,259.2,273.9,309.2,352.0,347.7,328.2,371.1,353.0,374.4,389.5,412.8,429.2,503.9,564.3,640.3,693.7
ID,Accommodation and food services,713.6,769.9,837.7,908.5,928.1,991.5,1041.0,1079.7,1156.8,1262.3,1342.8,1373.3,1308.1,1356.9,1374.5,1463.1,1547.0,1665.3,1894.4,2139.4,2365.5,2566.6,2718.8
ID,Other services (except government and government enterprises),838.3,866.3,859.8,906.7,830.7,885.3,872.6,927.0,981.7,1059.3,1093.7,1089.6,1067.2,1068.1,1058.5,1088.4,1133.5,1206.9,1274.0,1344.1,1439.0,1557.3,1686.5
ID,Government and government enterprises,4428.7,4658.4,4986.0,5316.7,5574.0,5855.4,6130.4,6535.0,6921.3,7296.5,7561.6,7867.8,7997.1,7987.7,7965.2,8191.0,8383.1,8516.0,8991.6,9245.5,9682.7,10225.4,10701.0
IL,All industry total,415771.9,436648.6,460242.3,486766.2,501155.5,513611.5,530142.9,561037.0,589149.4,623471.2,648243.6,648732.0,645146.7,661714.8,687951.0,720881.5,734808.5,766120.8,795326.1,803943.7,823776.2,863039.5,885583.0
IL,"Agriculture, forestry, fishing and hunting",3702.0,2797.6,1650.9,2154.9,2085.0,2459.3,3329.5,4936.1,2468.1,3508.9,4969.5,6645.9,4819.7,4825.6,7816.0,5911.1,10902.3,7764.0,4386.8,5785.6,5871.7,6584.4,5028.4
IL,"Mining, quarrying, and oil and gas extraction",1057.3,1203.4,1375.1,1171.2,1249.6,1203.0,1251.6,1362.5,1637.9,1868.3,2041.6,2045.5,2071.9,2033.0,2091.3,2323.3,2323.9,2000.8,1781.7,1702.3,1935.2,2489.9,1960.2
IL,Utilities,9351.6,8914.1,10154.3,9910.7,10000.4,9462.9,9279.5,10233.2,10115.1,10665.4,10485.7,11153.3,11316.6,12298.7,12746.5,12110.3,12197.6,13295.2,13200.1,13116.2,13503.3,14301.0,14908.9
IL,Construction,16528.2,17855.9,20114.9,22042.7,23144.4,23724.7,25202.4,27089.2,29165.1,30270.7,30562.9,28514.3,23267.9,21705.3,21190.9,20286.7,23229.6,25051.8,27443.4,28303.5,29593.2,29475.3,30357.5
IL,Manufacturing,70751.5,72721.7,73321.9,76688.1,74188.1,70527.5,73577.0,77911.3,80209.1,82717.9,85142.0,80701.5,82905.7,85943.0,94142.7,103210.1,97185.2,101036.1,101229.0,98718.9,101280.1,107065.3,106681.9
IL,Wholesale trade,31259.6,32968.2,34031.9,35946.2,34735.7,34462.5,35184.9,37646.0,41039.6,44007.6,46951.8,49186.2,46407.1,49278.2,52585.0,56725.3,58620.7,60561.6,63365.4,62268.6,63525.8,65351.5,67862.5
IL,Retail trade,24714.1,25594.8,26655.7,27993.7,29304.7,30265.2,31249.3,32245.9,33769.1,35031.8,35731.6,35438.5,33918.4,34007.8,34549.4,36086.1,37266.0,38159.3,40450.9,40891.0,41485.2,43062.6,44696.6
IL,Transportation and warehousing,14610.1,15639.7,16513.3,17358.4,17309.5,17238.0,17794.9,19575.9,20591.0,24644.7,23622.4,23965.3,23162.3,25240.4,26484.6,27388.8,28716.6,29776.6,31199.2,30846.8,31739.5,34459.4,36133.0
IL,Information,17256.6,18236.1,18809.3,17363.5,17696.9,19645.0,20313.9,21904.6,22708.3,22251.7,23742.8,24573.5,23547.7,23397.1,24378.4,24010.3,25821.6,25496.2,27623.7,28430.3,27268.8,28913.4,30939.7
IL,Finance and insurance,38355.3,42341.3,43404.1,47755.4,49769.5,50184.3,52246.8,55752.3,59603.8,65581.8,65727.0,52937.6,58800.9,59085.8,59932.9,68063.7,63017.7,74618.4,80090.8,81544.3,82077.0,91369.8,93301.8
IL,Real estate and rental and leasing,49910.6,51797.3,56322.3,60118.9,64126.5,67553.4,67469.8,68651.0,73119.0,75561.4,80233.3,82527.1,84235.8,84992.0,86276.1,88749.8,91863.2,95373.7,100016.9,102339.6,104802.4,107053.8,112101.2
IL,"Professional, scientific, and technical services",27084.3,29326.1,32711.1,34731.1,36271.1,37881.8,38060.1,40830.7,43889.4,46852.7,49477.9,53927.2,50572.2,51106.4,53895.5,56790.4,58224.7,61108.4,64981.7,67077.5,68888.1,73184.6,75039.9
IL,Management of companies and enterprises,6281.2,8061.6,8525.3,9187.9,9813.9,10091.2,11004.4,12249.0,12901.1,13826.0,14842.0,14613.4,14368.3,15450.9,15777.5,17009.4,17587.4,17242.5,16342.0,16128.3,16897.8,16874.5,16006.4
IL,Administrative and support and waste management and remediation services,11077.7,11430.7,12229.9,13304.5,13925.9,13778.3,14793.5,16308.1,17935.8,18785.6,20553.9,21170.2,19249.8,20624.2,21535.1,22687.3,23020.3,24593.9,25532.3,25903.0,28093.1,29534.1,30653.4
IL,Educational services,4085.9,4186.7,4547.1,4948.4,5351.8,5491.8,5955.0,6485.1,6724.9,7585.1,8021.8,8950.6,10230.8,10730.4,11254.9,11654.4,11824.5,12000.5,12215.3,12704.3,12693.0,13119.4,13539.6
IL,Health care and social assistance,23274.7,24287.7,25851.5,27515.4,29383.4,31474.6,33187.3,35096.6,37271.8,39687.0,41524.9,44572.2,46871.9,47541.4,48903.7,50377.8,51516.4,52713.8,55203.6,57486.6,59423.2,62237.5,63676.0
IL,"Arts, entertainment, and recreation",4775.3,4723.1,5232.1,5741.3,5794.0,6312.2,6210.2,5340.3,5249.2,5515.9,5966.5,6181.7,5710.8,5941.5,6112.2,7131.1,7818.7,8219.8,9035.4,9392.1,9625.1,10065.8,10346.4
IL,Accommodation and food services,8407.5,9186.3,10270.1,11103.5,11522.9,11849.5,12342.7,12909.9,13462.3,14808.2,16308.0,16751.2,16575.9,17062.5,17780.6,18916.6,19234.1,20730.7,23639.0,24139.2,25167.9,24741.9,25779.4
IL,Other services (except government and government enterprises),11914.9,12278.1,13129.4,13850.7,13221.1,14362.0,13996.4,14187.3,14661.8,15297.2,15715.2,15941.9,15991.1,15827.4,16253.8,16626.5,16872.8,17880.9,18297.2,18343.4,18907.1,19806.3,20680.1
IL,Government and government enterprises,41373.5,43098.0,45392.3,47879.8,52261.4,55644.3,57693.9,60321.9,62626.8,65003.3,66622.8,68934.9,71122.0,74623.0,74243.9,74822.5,77565.2,78496.6,79291.8,78822.1,80998.7,83349.0,85890.0
IN,All industry total,170481.1,184395.0,192765.5,203356.8,204705.6,212438.6,223500.2,236921.3,243862.2,255462.9,269071.3,273140.1,261500.2,280497.0,288942.9,297816.1,308725.4,325008.3,329527.7,337217.2,350436.3,368424.5,379684.1
IN,"Agriculture, forestry, fishing and hunting",2619.7,2091.0,1472.8,1879.2,2062.6,1867.5,2498.3,3272.4,2127.9,2404.5,3110.6,4005.1,3096.3,3233.6,4658.9,4087.7,7285.2,5391.3,3706.3,3666.6,3879.1,4082.1,3372.1
IN,"Mining, quarrying, and oil and gas extraction",661.7,765.4,768.1,675.5,831.2,815.2,855.0,824.0,909.7,1052.6,1174.4,1231.7,1359.2,1519.8,1704.9,1676.2,1723.7,1659.6,1433.5,1233.2,1410.9,1451.4,1286.9
IN,Utilities,4017.2,3765.6,4149.1,4005.5,3957.2,3791.6,3852.6,4204.2,4350.4,4906.6,4711.1,5056.4,5569.6,6185.8,6339.5,6342.5,6563.3,6834.4,6614.4,6733.6,6619.0,6782.2,7167.4
IN,Construction,7879.3,8720.2,8967.5,9357.7,9372.7,9292.5,9891.4,10677.9,11300.7,11508.6,12199.5,11493.4,9828.9,9475.5,10328.9,11908.3,11641.4,11477.5,11855.1,12588.9,13653.7,14536.7,15268.7
IN,Manufacturing,50504.0,56990.3,58840.4,61287.3,57763.8,62014.2,65656.5,70111.0,69025.2,69061.7,79638.3,79413.7,68930.6,81530.1,82898.2,82294.3,87692.4,93197.9,90188.2,90835.3,94431.7,99243.4,100261.4
IN,Wholesale trade,9619.9,10367.4,10724.2,11200.3,11148.7,11309.0,11619.1,12348.6,13396.1,14194.5,14771.4,15471.0,14421.5,15434.5,16364.7,17326.3,17985.3,18577.0,19449.3,19218.8,19623.1,20622.3,21154.0
IN,Retail trade,11347.3,12181.2,12488.8,12890.5,13364.6,13652.4,14509.5,14928.6,15623.4,15925.8,15702.6,15618.3,15567.2,15997.6,16364.4,16806.3,17387.8,17780.9,18454.4,19330.5,19467.9,19852.6,20628.2
IN,Transportation and warehousing,5381.7,6089.9,6431.7,6850.3,6702.1,6726.8,7137.2,7636.2,8476.6,9422.4,9233.1,9551.6,8760.2,9250.2,9584.0,10001.9,10250.7,10730.8,11346.2,11601.1,12209.4,12976.0,13483.9
IN,Information,4346.2,4472.3,4474.0,4112.8,4276.1,4644.9,5018.1,5714.5,5901.6,5954.4,6261.3,6567.2,6366.5,6258.0,6006.5,6277.3,6678.6,6556.5,6525.9,6509.8,6468.1,6240.7,6503.3
IN,Finance and insurance,8019.4,8970.4,9288.9,10702.2,11039.8,10984.4,12367.4,13124.6,13618.4,14260.2,15707.3,12071.2,13466.6,13632.2,13633.0,14620.1,12460.7,17955.5,19494.9,19727.8,19953.8,22117.7,23133.8
IN,Real estate and rental and leasing,16513.8,17116.4,18629.1,19794.5,21434.3,21838.8,21728.6,21764.3,23211.1,23492.3,23930.0,25154.1,26202.1,27211.3,27961.1,29561.3,30162.2,30693.9,31892.0,32420.2,34409.2,36284.9,38176.4
IN,"Professional, scientific, and technical services",5343.8,5994.8,6488.1,6647.2,7003.5,7417.2,7637.5,8084.6,8601.9,9201.5,9913.7,11182.6,10663.8,11101.9,11797.4,12175.2,12620.9,12878.8,13787.3,14492.7,15192.0,16262.8,17014.4
IN,Management of companies and enterprises,1880.7,1935.2,2080.3,2447.9,2619.1,2491.4,2596.1,2695.2,2761.0,2925.5,3051.0,3124.8,2930.1,3096.8,3283.9,3484.9,3816.9,4003.2,4245.2,4531.2,4675.8,4769.1,4882.2
IN,Administrative and support and waste management and remediation services,3422.1,3774.4,4149.6,4623.6,4835.9,5049.1,5319.0,5764.9,6291.8,6675.8,6999.3,7263.4,6728.5,7508.6,7975.2,8394.9,8674.3,9248.7,9328.3,9546.6,10220.3,10754.1,11064.6
IN,Educational services,1251.4,1298.2,1416.6,1565.8,1672.0,1746.2,1866.3,2059.7,2195.6,2418.4,2481.3,2741.1,3066.6,3206.3,3302.1,3435.0,3457.5,3589.3,3645.2,3810.9,3763.4,3928.3,4131.3
IN,Health care and social assistance,10579.1,11246.0,11892.7,12781.0,13808.1,14625.2,15468.6,16383.9,17298.2,18394.3,18943.9,20505.5,21430.1,22131.6,22743.8,24027.7,24685.4,25275.1,26677.2,28393.9,29767.1,30884.4,32294.7
IN,"Arts, entertainment, and recreation",1765.2,2101.4,2352.2,2624.4,2526.8,2665.8,2877.8,3040.8,2986.0,3013.9,3082.9,3155.6,3180.4,3276.1,3202.0,3468.9,3598.7,3695.1,3715.7,3727.5,3826.6,4003.8,4125.3
IN,Accommodation and food services,3583.5,3790.9,4162.2,4438.1,4647.5,4776.4,4936.2,5258.1,5513.3,5880.9,5933.3,6040.3,5946.0,6123.6,6368.9,7071.6,7250.9,7743.9,8500.0,9051.5,9307.9,9961.8,10367.1
IN,Other services (except government and government enterprises),4826.9,5115.9,5420.4,5825.3,5481.8,5858.8,5795.8,6031.8,6265.1,6481.6,6448.9,6410.3,6246.9,6335.1,6345.2,6678.5,6822.4,7174.7,7421.7,7596.2,7796.6,8239.1,8658.7
IN,Government and government enterprises,16918.1,17607.9,18568.9,19647.7,20157.8,20871.0,21869.3,22996.0,24008.2,28287.6,25777.6,27082.8,27739.2,27988.3,28080.4,28177.2,27967.0,30544.2,31246.7,32200.8,33760.6,35431.1,36709.8
IA,All industry total,82731.1,84676.6,87796.0,93189.8,94973.4,99123.2,105020.4,116834.4,122256.2,127052.6,137179.9,137116.2,136819.9,142016.7,148102.2,157838.6,161583.0,172121.9,179459.2,179939.8,182151.3,190147.0,194658.1
IA,"Agriculture, forestry, fishing and hunting",5290.8,3627.5,2319.8,2973.8,2973.2,3787.1,3940.1,6820.3,4916.8,4868.3,6516.1,7789.5,6022.0,6441.6,10724.1,10520.5,12912.4,11278.7,9162.7,7595.8,8440.7,9144.3,8966.3
IA,"Mining, quarrying, and oil and gas extraction",158.4,186.8,192.8,192.1,171.1,183.1,196.5,235.6,279.8,329.9,325.5,371.9,301.1,313.6,302.3,340.5,296.8,317.3,288.3,248.2,325.7,359.4,437.4
IA,Utilities,1945.5,1888.6,2082.8,2044.1,2081.4,2030.5,2009.9,2125.2,2178.6,2565.3,2646.2,3200.5,3292.1,3121.2,2680.2,2791.1,2848.4,2962.3,2960.8,3135.9,3125.9,3231.4,3404.5
IA,Construction,3073.7,3445.8,3647.5,3665.5,3733.9,3773.4,4117.5,4614.8,5121.5,5484.9,5653.2,5600.3,5437.0,5156.0,5411.8,5854.9,6110.5,6790.9,7340.4,7919.4,7455.9,7750.6,8006.5
IA,Manufacturing,18715.2,18684.9,19890.6,20342.7,20365.4,20973.5,21832.7,24008.6,24274.4,26173.0,26186.9,26707.0,25341.1,26794.7,25973.0,29415.0,29388.7,33216.4,34323.6,30653.7,31688.4,33481.4,33796.4
IA,Wholesale trade,5341.3,5450.9,5689.0,5477.4,5226.0,5289.7,5417.0,6000.2,6683.8,7052.2,7550.6,8398.9,8407.4,8871.0,9279.5,10139.7,10544.2,10786.7,10787.0,10843.4,11056.8,11423.2,11547.7
IA,Retail trade,5831.1,6175.3,6301.1,6525.6,6728.0,6889.8,7117.2,7222.0,7344.1,7437.3,7479.1,7753.0,7943.1,8060.8,8243.7,8630.6,8655.9,8645.2,9041.0,9464.3,9592.2,9756.1,10033.5
IA,Transportation and warehousing,2318.8,2599.8,2788.5,3008.2,2982.2,3053.3,3340.8,3881.7,4264.4,4678.3,4741.1,4887.1,4674.3,4860.7,4962.2,5154.5,5219.7,5506.9,5771.9,5700.1,5960.5,6322.7,6444.5
IA,Information,2787.3,2893.6,2970.5,2849.0,2817.2,3068.6,3335.6,3808.6,4015.1,4194.7,4516.4,4680.6,4861.3,4914.8,4767.6,4422.1,4490.8,4488.7,4645.9,4496.5,4553.8,4673.9,4794.4
IA,Finance and insurance,5814.1,6606.5,6774.0,8983.1,8796.0,9272.7,11411.1,13959.6,16674.5,15432.6,19318.4,12999.7,13459.0,14585.6,15079.2,17112.9,15807.6,20410.3,24413.1,26533.3,24990.2,26448.7,27010.8
IA,Real estate and rental and leasing,7474.0,7681.3,8395.1,9027.7,9706.5,10038.5,10271.3,10609.2,11312.9,11753.7,13099.1,13260.6,14037.8,14621.8,15397.0,16063.0,16683.1,16881.0,17510.3,17990.8,18456.1,18851.1,19759.1
IA,"Professional, scientific, and technical services",2253.5,2378.5,2526.1,2568.0,2721.8,2935.0,3010.2,3157.0,3286.2,3456.8,3798.1,4209.1,4199.6,4351.0,4588.8,4920.2,5044.7,5258.7,5593.7,5942.0,6211.3,6523.8,6632.8
IA,Management of companies and enterprises,404.0,415.1,451.7,463.0,531.2,579.9,792.4,865.4,1021.0,1150.4,1312.0,1309.8,1330.1,1351.7,1500.1,1738.1,1774.7,1971.2,2157.7,2165.9,2203.8,2286.2,2498.6
IA,Administrative and support and waste management and remediation services,1412.9,1577.5,1651.5,1791.7,1926.7,1933.6,2063.8,2127.2,2296.1,2451.9,2745.1,2888.3,2810.9,3034.1,3074.4,3243.7,3277.2,3420.2,3450.8,3464.3,3646.5,3852.8,3900.0
IA,Educational services,721.6,712.7,772.0,838.2,926.5,946.1,1008.0,1114.1,1127.6,1194.6,1233.4,1362.4,1518.8,1563.5,1583.4,1641.9,1622.9,1674.0,1657.7,1856.1,1781.9,1838.1,1859.3
IA,Health care and social assistance,4959.5,5360.3,5480.7,5813.7,6271.4,6632.0,6950.4,7394.5,7703.6,8093.7,8402.1,9103.9,9534.0,9654.2,9897.0,10307.2,10482.9,10822.0,11392.2,11913.6,12167.9,12512.8,12811.7
IA,"Arts, entertainment, and recreation",671.9,682.8,718.6,781.9,755.7,799.6,751.2,728.5,737.1,874.7,1012.2,1046.3,1068.0,1105.6,1144.7,1131.7,1053.8,1102.2,1099.1,1110.5,1115.7,1189.0,1237.4
IA,Accommodation and food services,1728.6,1828.0,1997.5,2107.9,2154.1,2247.8,2285.8,2379.4,2466.9,2560.8,2682.5,2771.1,2744.3,2789.3,2955.3,3235.0,3490.2,3671.1,3998.1,4199.3,4230.8,4358.7,4446.6
IA,Other services (except government and government enterprises),2252.4,2358.1,2483.5,2614.2,2409.5,2587.9,2520.9,2604.9,2682.6,2774.9,2843.4,2880.9,2947.0,2961.1,2981.5,3149.0,3187.3,3360.4,3554.5,3682.2,3694.1,3884.8,4154.3
IA,Government and government enterprises,9576.5,10122.7,10662.7,11122.1,11695.6,12100.8,12648.0,13177.7,13869.2,14524.4,15118.4,15895.2,16891.1,17464.3,17556.6,18027.0,18691.1,19557.7,20310.5,21024.3,21453.2,22257.8,22916.2
KS,All industry total,74669.9,78384.9,81669.8,85820.7,88594.7,91049.7,94630.2,98013.9,103966.3,112634.0,122349.1,127824.5,124779.5,127970.4,135528.5,140764.1,143065.8,148942.7,154015.6,159232.8,163968.3,171718.8,176493.1
KS,"Agriculture, forestry, fishing and hunting",2820.6,2309.2,1892.2,1763.2,2032.6,1718.7,2736.0,3047.9,3197.7,2560.0,3359.3,3943.8,3927.7,4540.1,6172.2,5402.2,7308.3,4982.7,4171.5,4663.8,4014.8,4381.4,4966.8
KS,"Mining, quarrying, and oil and gas extraction",861.3,588.4,572.2,797.8,890.1,819.4,1006.1,1224.5,1564.9,1911.0,2070.3,2586.8,1760.7,1965.9,2192.3,2291.7,2355.9,2331.0,1211.8,867.0,985.1,1027.1,938.3
KS,Utilities,1655.9,1572.2,1718.4,1679.9,1702.3,1643.4,1641.9,1788.9,1738.7,1923.1,1965.1,2123.2,2371.7,2647.6,2987.9,2886.1,3027.8,3049.6,2820.5,2949.1,2916.8,2935.6,2953.1
KS,Construction,3033.4,3302.8,3528.6,3726.7,3678.3,3664.9,3822.1,4014.7,4326.3,4537.2,4831.5,4886.5,4685.4,4574.7,4489.3,4945.4,5097.7,5477.8,5694.8,5941.9,6080.5,6451.2,6859.3
KS,Manufacturing,12554.3,13507.3,13952.6,14951.0,15260.6,15031.8,14867.6,14624.0,15923.0,18855.5,21198.2,19774.8,17651.7,19829.8,22353.5,22981.6,19413.0,21849.3,23595.3,24074.4,25381.1,27698.7,27448.3
KS,Wholesale trade,5211.8,5591.1,5556.5,5734.3,5537.5,5682.8,5907.1,6486.5,6914.0,7306.9,7791.0,8555.7,8708.3,9033.9,9117.3,9733.4,10120.7,10578.0,10545.9,10458.6,10835.5,11319.0,11413.3
KS,Retail trade,5715.5,6263.7,6389.2,6469.5,6695.1,6796.6,7050.6,7164.6,7438.4,7701.6,7836.6,7781.8,7911.9,8066.7,8469.8,8716.3,9026.6,9042.8,9464.5,9757.0,9798.6,9996.2,10295.6
KS,Transportation and warehousing,2796.5,3094.7,3118.2,3295.7,3332.7,3273.4,3550.2,3766.7,3977.5,4290.1,4288.5,4665.0,4354.0,4545.8,4984.0,5412.4,5732.7,5567.4,5963.0,6057.0,6683.9,6773.0,7174.7
KS,Information,3455.6,3599.2,4797.7,5245.3,5019.4,5462.2,5542.8,5068.7,5730.3,7537.3,8715.5,8328.1,7181.5,5004.8,4484.4,4874.8,6779.3,7158.1,5214.5,5365.0,6712.5,6845.4,7224.1
KS,Finance and insurance,3398.9,3730.8,3803.5,4192.4,4563.3,5016.0,5326.9,5217.9,5612.8,5651.9,6363.5,5844.9,5709.9,5691.4,6340.2,7503.2,7254.5,8378.4,8612.7,9546.8,9844.7,9300.5,9266.2
KS,Real estate and rental and leasing,7104.7,7285.7,7612.4,7915.8,8636.1,9123.3,9225.9,9423.6,9666.5,9923.7,10922.3,13455.9,14223.6,14087.8,14552.2,14871.3,14198.2,15777.0,18300.4,20951.5,20493.3,22238.4,22732.1
KS,"Professional, scientific, and technical services",3190.1,3430.2,3638.1,3652.5,3961.8,4296.4,4196.2,4461.0,4683.1,4987.4,5459.0,6143.6,5989.6,6206.9,6408.9,6920.7,7365.1,7738.3,8521.4,8933.8,9054.0,9402.3,9644.8
KS,Management of companies and enterprises,874.2,950.9,870.5,942.8,983.8,864.0,854.9,860.2,1055.6,1342.8,1423.8,1613.6,1498.2,1766.8,1697.2,1756.7,1963.9,2385.6,3875.7,3266.0,3535.5,3714.8,4211.9
KS,Administrative and support and waste management and remediation services,1818.8,1847.2,1957.5,2117.7,2232.7,2296.5,2411.9,2587.7,3012.1,3285.9,3621.8,3792.5,3584.7,3804.6,4170.3,4375.8,4645.1,4755.8,4661.4,4643.6,4800.3,5148.0,5146.2
KS,Educational services,420.9,437.4,475.5,506.7,553.4,553.8,608.8,618.1,628.7,675.6,749.4,871.0,956.4,997.3,1020.4,1037.8,1053.5,1083.7,1108.3,1102.8,1105.1,1140.2,1173.5
KS,Health care and social assistance,4892.1,5142.2,5381.6,5646.4,6064.5,6422.7,6789.2,7288.3,7479.8,7826.1,8251.8,9007.4,9504.1,9713.6,10025.9,10401.0,10666.3,10818.2,11477.2,11694.2,11993.5,12533.5,13025.5
KS,"Arts, entertainment, and recreation",382.4,402.6,435.6,472.9,437.2,451.6,420.3,463.4,483.6,479.4,454.2,462.9,473.4,508.6,538.6,664.1,644.7,736.4,904.5,871.8,874.0,939.0,960.8
KS,Accommodation and food services,1880.2,2083.6,2136.3,2223.3,2283.9,2378.7,2482.2,2718.8,2761.0,2917.7,2843.4,2879.9,2965.2,2991.7,3009.3,3222.1,3293.0,3613.7,3974.5,4001.2,4105.4,4171.9,4338.2
KS,Other services (except government and government enterprises),2436.3,2557.4,2598.6,2683.6,2405.0,2591.0,2579.9,2681.0,2781.3,2905.2,2964.9,2939.8,2884.0,2918.1,2978.8,3042.6,3113.4,3209.8,3331.3,3382.6,3601.2,3789.1,4064.3
KS,Government and government enterprises,10166.4,10688.2,11234.7,11803.1,12324.5,12962.4,13609.4,14507.2,14990.9,16015.5,17239.0,18167.2,18437.6,19074.3,19536.0,19725.0,20006.2,20409.2,20566.0,20704.4,21152.6,21913.5,22656.0
KY,All industry total,104538.2,109396.4,114994.2,114099.1,117335.8,122215.8,127174.2,134190.8,142708.0,151185.8,154542.4,158209.2,156038.5,164820.3,170004.7,176323.1,182470.7,186419.0,192819.3,195840.2,200345.5,207849.4,215398.9
KY,"Agriculture, forestry, fishing and hunting",2097.9,1925.4,1651.8,2206.9,1900.3,1686.0,1820.6,2531.8,2231.0,2399.3,2094.7,1534.4,1903.8,1576.3,2165.2,2112.1,3910.9,3135.3,2937.9,2488.2,2966.0,2844.2,2797.9
KY,"Mining, quarrying, and oil and gas extraction",2377.5,2595.6,2409.2,2385.4,2756.0,2514.6,2530.4,2710.9,3637.5,4420.0,4769.0,5257.4,5291.1,5518.1,6133.7,4587.7,4015.3,3605.7,2780.2,1789.7,2005.1,2005.7,1989.7
KY,Utilities,2160.4,2002.0,2147.3,2161.5,2051.3,1915.2,1927.8,2102.8,2128.2,2393.8,2477.4,2541.5,2921.4,3258.0,3384.0,3356.7,3486.6,3590.2,3492.1,3615.1,3562.6,3597.2,3808.0
KY,Construction,4303.5,4662.6,4999.5,5267.4,5490.0,5338.8,5756.4,6239.9,6702.9,6712.8,7005.9,6830.9,6414.9,5829.0,5880.9,6325.3,6549.9,7206.6,7777.3,8082.8,8553.7,8817.2,9297.0
KY,Manufacturing,27912.5,28741.9,30089.3,24521.1,24079.4,25013.7,25717.7,26535.2,27478.2,30239.6,28719.7,27526.5,24497.1,28199.6,28735.3,32772.3,34673.4,34759.8,35640.7,35530.0,36290.4,37521.7,38332.5
